name,composers,premiere_date,premiere_place,Language,year,librettist,summary
Red Guards on Honghu Lake,,,,,1956,,
Ruth,,,,,1956,,
"The Unicorn, the Gorgon, and the Manticore",,"October 19, 1956","Library of Congress, Washington D.C.",English,1956,," is a ""madrigal fable"" for chorus, ten dancers and nine instruments with music and original  by . Based on the 16th-century Italian  genre, it consists of a prologue and 12 madrigals which tell a continuous story, interspersed with six musical interludes. The , , and  in the title are allegories for three stages in the life of the story's protagonist, a strange poet who keeps the mythical creatures as pets. The work premiered in  at the  Coolidge Auditorium on October 19, 1956.
 was commissioned in 1956 by the Elizabeth Sprague Coolidge Foundation for the 12th Festival of Chamber Music in   In constructing the libretto Menotti returned to an earlier script he had written after  reading 's 1954 , a translation of a medieval Latin . The plot is a comic but ultimately melancholy attack on the ""indifferent killers of the poet's dreams"": slavish social conformity and the ease with which the ""unfashionable"" is discarded. More than one writer, including Menotti himself, has suggested that he strongly identified with the poet in his story. The three creatures of the title are allegorical representations of stages in the poet's life, with  representing the beauty and promise of youth,  representing the success and haughtiness of middle age, and  representing the shy loneliness of old age. Despite its English language libretto, Menotti's work was modelled on the 16th-century Italian  or , a precursor to the  genre and typified by 's . Unlike conventional operas, all the singing is choral with no solo voice roles. Although the dancers were intended to be an integral part of the work, Menotti resisted calling it a  and eventually settled on the description ""madrigal fable"". He composed it at virtually the last minute, sending madrigals to his choreographer as he finished them. The twelfth and last one was completed a week before the premiere with the first complete rehearsal held only four days before the opening night. 
The world premiere took place at the Library of Congress  conducted by  (a last minute replacement for ) and ran on October 19, 20 and 21, 1956 to both critical and popular success. Its New York premiere was performed by the  on January 15, 1957, in a production conducted by Thomas Schippers and choreographed by John Butler who also choreographed the world premiere in Washington. The role of The Poet in the New York City production was danced by  with the three mythical creatures in the story danced by  (The Unicorn), Eugene Tanner (The Gorgon), and Richard Thomas (The Manticore). It has been revived many times over the ensuing 40 years, both in its full ballet form and (more frequently) as a choral work. It received its  premiere in 1972 performed by the , who revived it again in 1996 with a performance at  in preparation for their studio recording released the following year. Recent performances have included those in  performed by  and the Sierra Nevada Ballet in 2007;  at the  also in 2007; and Washington, D.C. performed by the Cantate Chamber Singers and the Bowen McCauley Dance troupe in 2009. Menotti's centenary year, 2011, has seen performances in  by The Esoterics vocal ensemble and in  by the Slovenian National Theatre Opera and Ballet.
 consists of a prologue and 12 madrigals which tell a continuous story. They are sung (most of them ) by a 24-voice  chorus and are interspersed with six musical interludes. Lasting approximately 45 minutes, the work is orchestrated for a  consisting of winds (, , , , ), lower strings ( and ), , and . The music was described by the  critic who attended the world premiere as ""a singular and engaging combination of ancient contrapuntal harmonies and tart, modern, dramatic values."" The critic also singled out the melancholy beauty of the twelfth and last madrigal with the chorus singing ""almost liturgically, as if each voice were a pipe in an organ."" Menotti said of the twelfth madrigal: ""It is the most deeply and personally felt of anything I've written. It is something I would like for my own funeral."" The madrigal was also sung in 1981 at the funeral of , who had been Menotti's lover for many years.
The prologue describes a strange man living in a castle above a seaside town who shuns the town's social life and the 's parties and refuses to go to church on Sundays. The strange man is a poet who on three successive Sundays takes a different pet on a walk through the streets of the town. On the first Sunday, he parades his . The Contessa insists she must have a unicorn as well and persuades her husband to get one for her. The citizens of the town then buy unicorns as well. On the next Sunday, the poet is seen with a . The Contessa and townspeople assume he has killed his unicorn and promptly kill theirs to replace them with gorgons. On the third Sunday, he appears with a . They once again follow suit by killing their gorgons and buying manticores. When the poet fails to appear on the fourth Sunday, the townspeople assume he has killed his manticore too. Scandalized, they march to his castle to attack him. When they arrive, they find the poet dying surrounded by his three pets, all of whom are alive. In the twelfth and final madrigal he berates the townspeople for slavishly following fashion. Unlike them, he had kept all his pets: ""You, not I, are the indifferent killers of the poet's dreams. How could I destroy the pain wrought children of my fancy?"" The poet then bids farewell to each of his creatures in turn and tells them ""Not even death I fear as in your arms I die.""
An  recording of the work conducted by  was released by  in 1957, and re-released on CD in 2011 by . More recent recordings include: 


"
Der Sturm,,,,,1956,,
Van Gogh,,,,,1956,,
Taras Bulba,Mykola Lysenko,1955,Kiev Opera House,,1955,Mykhailo Starytsky," is an  in four acts  by the  . The  was written for Lysenko by his cousin , and is based on 's  . The story was about a  who discovers his son has betrayed their own people, and kills him.
The opera, which was unrevised at the time of the composer's death in 1912, was first performed in 1924. Present-day performances are however based on revised versions of the opera carried out during the 1930s and 1950s, all of which altered the text, music and .
The   worked on his   from 1880 to 1891. He insisted that all performances of the work should be sung in , which prevented any productions during his lifetime. Intent on elevating Ukrainian culture to a level commensurate with European standards, he refused to allow the opera to be translated. Lysenko maintained the opera might be too ambitious for Ukrainian , but it was eventually performed for the first time in Moscow during the , after being  by the  Ukrainian composer .
Lysenko was reputedly a descendant of the 17th century  leader Vovgura Lys, so 's story may have had a special significance for him. Shortly after completing it he played the  to , who reportedly ""listened to the whole opera with rapt attention, from time to time voicing approval and admiration. He particularly liked the passages in which national, Ukrainian, touches were most vivid... Tchaikovsky embraced Lysenko and congratulated him on his talented composition.""
The history of the present form of  is complex. A piano score was published in 1913, but much of Lysenko's original orchestration has been lost. The prelude to the fourth act was first given at a concert in Kyiv in 1914, when the performance was conducted by the Russian composer . The first performance of the full opera took place in 1924 in . Although this performance was a failure, others were more successful, and further productions took place in Kyiv in  1927, and in  in 1930. These performances led to the work being revised in 1937 before being performed in Moscow—the libretto was revised by the Ukrainian poet , and Lysenko's pupil Revutsky and the Ukrainian composer  collaborated to revise the orchestration. This new version of the opera was criticized for departing too far from Lysenko's original intentions. It was not until after World War II that Rylsky, Revutsky, and Lyatoshynsky reworked the opera once more, producing the version of the work that is nowadays performed, and which was premiered in Kiev in 1955. The opera is part of the  of the , based in Kyiv, which also performed it at the  in Germany in 1982, 's  in 1987, and in  the following year. The National Opera of Ukraine has traditionally performed the opera at the end of each operatic season in Kyiv.
The work's perceived structural defects may to a large extent be because Lysenko was never able to adjust the work after hearing it being performed. The opera marks a great advance on the composer's earlier works, such as  and . Its  and  elements, which are more closely integrated in a continuous musical framework, show that Lysenko was influenced by Tchaikovsky. 
Problematic issues relating to the opera include: the episodic nature of the libretto; dances. patriotic marches and choruses, which have no connection with the plot; a long scene in the third act, when Kudryiaha is chosen to lead the Cossacks, but then does not reappear; the compression of the historical events that the opera is based on into a single scene; and the lack of emotional or musical transition from the death of an important character to the triumphant (and unsung) final scene.
Amongst those who have sung the role of Taras is the Ukrainian singer , who also featured in a recording of the opera.
 is set in Kyiv, Taras's village in Ukraine, the , and , in the 17th century, at a time when Poland sought supremacy in the region. This synopsis is based on the version which was first produced in 1955. The opera is preceded by an orchestral overture.
The opera opens in Kyiv, which is occupied by the Polish , whose servants disperse a crowd listening to the song of a , or Ukrainian bard. Taras Bulba leaves his sons Ostap and Andriy at a  to be educated. Andriy has already been impressed by a Polish girl he has seen (who turns out to be Maryltsya, daughter of the Polish governor of Dubno). Ostap encourages the kobzar to sing a patriotic song; this angers the Poles, and in a scuffle the bard is killed.
Taras's village. Ostap and Andriy return from Kiev and greet their mother Nastya. Bulba's friend Tovkach tells of the war being unleashed throughout Ukraine by the Poles. Despite his wife's protestations, Taras determines to take his sons to the Sich, the  stronghold, so as to participate in the struggles. Nastya collapses.
The Sich. Taras successfully encourages the idle residents to rouse themselves for battle. Andriy and Ostap look forward to this; when Andriy has brief forebodings, Ostap promises always to support him. Drumbeats summon a council () of the Cossacks; with Taras's support, they elect a new, more pugnacious , Kyrdiaha, to lead them. He declares his intention to go into battle.
The Cossack camp. The Cossacks are besieging Dubno, where Maryltsya's father is governor. She has sent her  maid to find Andriy, and to beg his help as the inhabitants are suffering from starvation. Andriy agrees to help and, with the maid, takes food into the town through a secret passage.
Inside the castle. Andriy and Maryltsya express their love for each other. Andriy asks the Governor for her hand; the szlachta object on class grounds.  On the advice of his priest, the Governor considers it expedient to allow Andriy to marry, and appoints him a Colonel in the Polish Army.
The Cossack camp. Taras hears news that the Tatars have destroyed the Sich. Then an escaping prisoner tells him of Andriy's desertion. Troops under Andriy make a  from the castle, and Taras kills his own son for his treason. Ostap's feelings are torn and he sings a lament for his brother.
In a purely orchestral scene Taras and Ostap lead the Cossacks to victory against the Poles and take over the town of Dubno.
This ending significantly differs from Gogol's original in which first Ostap and then Taras are captured by the Poles and given cruel public executions. Many other significant features of the novel - notably the equivocal behaviour of Taras and the Cossacks to local  - are also omitted (see article ).
"
Susannah,Carlisle Floyd,"February 24, 1955",Florida State University,English,1955,Floyd," is an  in two acts by the American composer , who wrote the libretto and music while a member of the piano faculty at . Floyd adapted the story from the  tale of , though the latter story has a more positive ending. The story focuses on 18-year-old Susannah Polk, an innocent girl who is targeted as a sinner in the small mountain town of New Hope Valley, in the Southern American state of .
The opera was awarded the New York Music Critics Circle Award for Best New Opera in 1956 and was chosen to represent  and culture at the  at  in 1958, with a production (by ) that featured  and . It received its  premiere in 1999, with  singing the title role,  singing Sam and  singing Blitch. Ramey also recorded the complete opera with  as Susannah and  as Sam.  Other well-known sopranos who have portrayed the heroine have included , , , , , ,  and  (opposite  as Blitch).
 is one of the most performed American operas, second to , and celebrated its 50th anniversary with a performance on the very stage where it premiered February 24, 1955, in Ruby Diamond Auditorium at . At the first performance,  was awarded an Honorary Doctorate of Humane Letters from Florida State.
It has been speculated that the opera was inspired by , and threat of institutional Hollywood communist invasion of America during the early 1950s. The opera also contains many  themes that had not been widely explored in popular culture at the time of the opera's writing. Floyd said this opera was meant to be different from a traditional opera.
The music is largely characterized by  folk melodies. Also included are some Protestant hymns and some traditional classical music. A particularly prominent part of the opera is Susannah's soaring and melancholy aria in Act II, ""The Trees on the Mountain"", which is similar to Appalachian folk tunes but in fact Floyd's own composition. In 2019,  released a vernacular version of ""Trees on the Mountains"" on her album, 
Written during the McCarthy era,  is based loosely on the Apocryphal tale of Susannah and the Elders. In New Hope Valley, Tennessee, Susannah – a pretty and well-mannered young woman of humble origins – is faced with hostility from her church community. The opera opens at a square dance given by her church; a group of wives, jealous of Susannah's beauty and the attention it brings from their husbands, are gossiping about her. Mrs. McLean, one of the wives, states that you can't expect more from someone who was raised by her drunken brother, Sam. Finally, the Reverend Olin Blitch, newly arrived to lead the congregation, enters and asks Susannah to dance despite the gossip. Later that evening, Susannah tells her admirer Little Bat – son of Mrs. McLean and her husband, an elder of the church – about the dance; Little Bat leaves abruptly once her brother Sam returns from hunting.
The next morning Susannah is innocently bathing naked in the creek near her home; she is discovered by the elders, who are searching for a baptismal stream. They conceal their lust with outrage and tell the community of her wickedness. Susannah arrives at a church dinner that evening and is sent away, much to her confusion. Later, as she is pondering why she has been shunned, Little Bat tells her that the elders have denounced her for bathing in the nude, and admits that he was coerced into saying she seduced him.
Sam informs Susannah that she must make a public confession in order to be absolved. Though she claims she has nothing to confess, she goes to the service where Olin Blitch is preaching. When she is singled out to come forward, she runs away. Once the service has ended, Reverend Blitch goes to Susannah's house and offers to pray for her soul. Upon discovering that her brother is away, Blitch rapes her.
The next day Blitch, having discovered that Susannah was a virgin, comes to her and begs for forgiveness. He throws himself at Susannah's mercy, but she refuses to forgive him. Blitch preaches a sermon to the congregation, in which he claims that God revealed to him in a vision that Susannah has been judged unjustly, but the congregation doesn't believe him.  When Susannah tells Sam the story, he threatens to kill Blitch and leaves for the baptismal service carrying his shotgun.  He shoots Blitch. Convinced that Susannah led her brother to murder, the community heads to her house to drive her out of the valley. However, Little Bat has warned her in advance, and when the vigilantes arrive she is waiting with a shotgun. They retreat, but she has effectively severed her ties with the community and her world.
The German premiere was in 1959 at the . In 1965 and 1966, the  performed the opera in 72 cities throughout North America during a nine month tour. This production was directed by , used sets designed by , and starred  in the title role.
Rossini's The Kammeroper in Vienna produced the opera in 1996 with Canadian Desmond Byrne as Blitch.  premiered their production in 1997 with Dean Petersen in that role.
The opera's UK premiere was as a community project directed by  at  in 1996. In November 2001 AAC presents Opera for All put on four performances of Susannah at the Sir Richard Eyre Theatre in Willesden, London NW10. The first fully professional production in the UK was by  in 2008.
The opera had its New York  premiere in 1999 with  in the title role, and .
The  mounted a production in the spring of 2012. In 2010, with a cast including Latonia Moore as Susannah and James Morris as Blitch, the Opera of Bilbao, Spain produced  conducted by John Mauceri with the Robert Falls production premiered in Chicago but also produced at the Metropolitan Opera New York.
"
Salawat Yulayev,,,,,1955,,
The Triumph of St. Joan,,,,,1950,,
Ifigenia,,3 October 1950,"RAI broadcast, Turin",Italian,1950,Ildebrando Pizzetti and ," is a   in one act by , who also wrote the  with . The libretto is in . It was premiered as a  from  Auditorium in  on 3 October 1950. In the same year, it received the first prize of  radio annual award, that was held in Turin. The opera made its theatrical debut at  in  on 9 May 1951 during the 14th  festival. 
The background is presented by a narrator: the gods were angry with the Greeks, have imposed King Agamennone to sacrifice his daughter, Ifigenia, as a condition for his fleet to gain fair winds for the Greek ships bound for . Ifigenia and her mother, Clitennestra were invited by Agamennone, believing that they were preparing for marriage ceremony between her and Achille. Upon arrival, Achille unveiled the truth to them, showing firmness towards the divine will.
The king is relentless, beyond the wrath of the gods, he also fears the rebellion of the soldiers impatient to set sail. He calls upon Ifigenia and urges her to face the terrible trial with courage. The girl accepted her fate and surrender to the altar of sacrifice.
In the , when the mist descending to hide the sacrificial act is thinned out, a mysterious voice rises to ask why the eternal perpetuation of the war. But there was no answer, and the same voice, after the intervention of the , which symbolically multiplies the painful question in several languages , and chanting the prayer in Latin ""Si iniquitates observaveris, Domine, quis substinevit?, irascaris, Domine. Dona nobis pacem"" for all the victims and perpetrators.
"
I due timidi,,,,,1950,,
Tarquin,Ernst Krenek,1950,Cologne,English,1950,Emmet Lavery," is a  by  to an English  by . Written in 1940, it is Krenek's only unpublished opera (. 90), though a premiere in German translation (by M.-C. Schulte-Strathaus & P. Funk rather than the composer) took place in 1950 in .
Krenek, an Austrian who was in Switzerland at the time of the , escaped to exile in the USA and a teaching position at , where Lavery (1902–86) was a newspaper editor in neighboring  (he would later run for Congress and write for Hollywood). The piece was designed for college workshops and used six instruments (violin, clarinet, trumpet, percussion and two pianos) but the  music still proved beyond the reach of potential performers; only two scenes were given at Vassar on 13 May 1941.
If the title character in  and Agamemnon in  were inspired by , s title character can be seen as a caricature of  (albeit with a complicated inner life) as well as a modern incarnation of his namesake . 's counterpart is the devout Corinna. A prologue set in 1925 shows them as students, he the protegee of the Archbishop and still using his real name, Marius. The action resumes in an indefinite near future, when Tarquin has made himself dictator and Corinna has ties to a clandestine radio station. He is brought back to God only after tragedy has engulfed them both.
Stewart is harsh in his assessment of the text (""It would be charitable to suppose that Krenek was not yet sufficiently acquainted with English to appreciate the awfulness of such lines"") and Krenek may have been embarrassed for another reason, later writing: ""It fitted in well to the line of religiously flavored political thinking that I had developed."" In , he had espoused a universal Catholicism as an antidote to fascist nationalism, but later scoffed at the idea of his having converted: ""When the assassin is trying the front door lock, it's time to barricade oneself in the attic without asking how leaky the roof may be.""
 was followed by three more ""essays for an American music theatre"" to Krenek's own libretti, but his  opera, , was commissioned by the , and his late works were all written for European venues.


"
David Bek,,,,,1950,,
The Consul,Gian Carlo Menotti,"March 1, 1950","Schubert Theatre, Philadelphia",English,1950,Gian Carlo Menotti," is an  in three acts with music and  by , his first full-length opera.
Its first performance was on March 1, 1950 at the Schubert Theatre in Philadelphia with  as the lead heroine Magda Sorel,  as the secretary of the consulate,  as the mother, and  as the magician Nika Magadoff. The opera opened two weeks later at the  in New York City where it enjoyed a run of nearly eight months.
Neway (alternating with 's sister, Vera Brynner) also led the  cast, this time with  as the secretary of the consulate.
Neway, Kuhlmann, and Powers also performed these roles in the UK at the  in February 1951, with  playing the role of the magician Nika. For the opera's  debut in January 1951, Powers and McKinley reprised their roles, and  portrayed Magda.
 noted the topicality of the opera by analogy to the real-life situations of how non-American scientists were hindered from entering the United States in the early 1950s.
For , Menotti won the 1950  and also the 1950  award for Best Musical.

The political dissident John Sorel is on the run from the secret police. At his home, his wife Magda and his mother hide him. The police arrive and search, but cannot find him. John says that he will escape to the border, and tells Magda to go to the consul and apply for a visa to leave the country. He will wait to cross the border until his wife, mother and child are safe.

Many people are waiting to obtain visas. Magda applies and joins the crowd, but the secretary cannot promise anything. Much specific paperwork is needed, and obtaining a visa is a long process. The same people wait at the consul's office day after day without approval of a visa.

The child is ill, and John's mother sings to comfort the child. The police try to extract information from Magda on her husband's compatriots, but she refuses. A message then arrives from John urging Magda to hurry with the visa.

Magda is desperate to see the consul. A magician, waiting for a visa, attempts to impress the secretary by performing magic tricks and hypnotizing the rest of the room into believing they are at a ball, but he only ends up frightening her. Magda, after repeated visits, erupts in an anguished rant at the secretary, who says that she may see the consul once an ""important visitor"" has finished his business. This visitor proves to be the chief of police and Magda flees in terror.

Magda's child and mother-in-law have died. At the consul's office, Magda learns that John is planning to risk his life and return for her. A wealthy woman arrives and is immediately given a visa. Magda thinks of suicide to try to protect John, and leaves the consulate. As the office is about to shut down for the day, John suddenly arrives, but with the police in pursuit. The police capture John, and the secretary gets on the phone to try to contact Magda.

Despondent, and with visions of her past crowding her mind, Magda turns on the gas in the oven to kill herself. Her telephone then rings, the secretary trying in vain to contact her.
"
